default,pay_delay_1,pay_delay_2,log_limit,utilization,age,sex,education
0,0,0,10.8198,0.3401,36,1,2
0,-1,-1,12.4292,0.0429,47,1,2
0,0,0,11.8494,0.7804,47,1,1
0,0,0,11.8494,0.3115,41,2,2
0,-1,-1,11.7753,0.0084,25,2,1
0,-2,-2,11.6952,0.6158,40,2,2
1,1,2,11.0021,0.7366,43,2,2
0,0,0,11.2898,0.9673,32,2,3
0,-1,-1,12.3884,0.0184,41,2,1
1,0,0,10.8198,0.9345,32,1,3
0,-2,-2,12.5062,0.0448,33,2,1
0,-1,-1,12.0436,0.0173,52,2,1
1,0,0,10.8198,0.8492,51,1,2
0,0,0,12.3458,0.5367,29,2,5
0,-2,-1,12.8739,0.0129,26,2,1
1,0,0,12.2061,0.7598,39,2,2
0,0,0,13.1224,0.3494,27,2,2
1,3,2,10.309,0.473,25,2,1
0,-1,-1,13.017,0.0681,33,2,1
0,0,0,10.8198,0.2203,25,1,2
0,0,0,10.8198,0.963,26,2,1
0,0,0,12.3014,0.5241,48,1,1
0,0,0,10.309,0.9988,33,2,2
0,3,2,10.8198,0.6908,42,2,3
0,0,0,10.8198,0.9694,31,1,2
1,2,0,10.309,0.9503,24,2,2
1,-1,-1,12.2061,0.0033,42,2,1
1,1,2,10.8198,0.8649,46,2,2
0,0,0,11.2898,0.5974,26,2,2
1,3,2,9.9035,0.5068,26,1,3
0,0,0,11.1563,0.9812,44,2,2
0,0,0,11.7753,0.1209,44,1,3
0,0,0,12.2061,0.9646,34,1,3
0,-2,-2,12.6761,0.0354,34,2,1
0,0,0,12.0436,0.3634,27,2,1
0,-1,-1,12.5425,0.0305,30,2,1
0,0,0,9.2103,0.8014,34,2,2
0,1,2,12.2061,1.0222,35,1,1
0,0,0,11.1563,0.9043,27,1,2
0,0,0,12.3458,0.8897,45,2,1
0,-1,-1,11.9184,0.0053,40,2,1
0,0,0,12.6761,0.2979,29,2,1
0,4,4,10.8198,0.7181,25,1,1
1,1,2,12.2061,0.0133,44,2,2
1,-1,-1,12.2061,0.0016,39,1,2
0,-1,-1,11.9829,0.014,29,2,2
0,0,0,12.8479,0.0048,42,1,1
1,0,0,10.8198,0.2317,51,1,2
0,-2,-2,13.1224,0.0177,51,2,2
0,0,0,11.9184,0.2587,34,1,3
1,0,0,11.4076,0.6255,33,1,2
1,0,0,11.0021,0.4113,46,1,2
0,-1,-1,11.8494,0.0964,27,1,1
0,-1,-1,12.3014,0.0621,40,2,1
0,0,0,13.017,0.5825,41,1,3
0,0,0,12.2061,1.0258,48,1,2
1,0,0,11.8494,0.2214,34,2,1
1,0,0,12.5776,0.0228,46,2,1
0,0,0,12.4684,0.3357,34,1,1
0,0,0,11.0021,1.0169,27,2,1
0,-1,-1,12.5425,0.0455,31,1,1
0,0,0,12.6443,0.2244,40,2,3
0,0,0,11.2898,0.0828,50,2,3
0,0,-1,11.9184,0.4936,33,2,1
0,0,0,11.2898,0.6163,28,1,2
1,-1,-1,13.0815,0.0025,45,2,2
0,1,2,12.7657,0.0674,34,2,2
0,1,-2,12.3458,0.0,30,1,1
0,0,0,12.1007,0.6062,46,1,3
1,0,0,10.8198,1.0153,32,1,2
1,1,2,12.6443,0.8601,43,2,2
0,0,0,9.2103,0.6859,41,1,1
0,0,0,12.5425,0.0353,25,1,1
1,0,0,10.8198,1.0111,52,1,2
1,2,0,10.8198,0.2146,51,2,2
0,1,3,9.2103,0.8352,22,2,1
0,0,0,12.5776,1.0154,43,1,1
0,1,-2,12.3884,0.0,33,1,1
1,1,2,11.5129,0.4801,26,2,2
0,-1,-1,11.9829,0.1348,25,2,2
0,0,0,12.3458,0.7407,46,1,2
0,-2,-2,12.3458,0.0,46,2,2
0,1,-1,12.6115,0.0,41,2,3
0,0,0,13.1224,0.423,32,1,3
0,-1,0,12.2061,0.0056,29,1,1
0,0,0,12.2549,0.5982,44,2,1
0,-1,-1,10.8198,0.0075,23,2,2
0,0,0,11.7753,0.8659,25,1,2
0,-1,-1,11.4076,0.028,37,2,2
0,-1,-1,11.2898,0.0698,36,2,3
0,2,2,10.309,0.3577,23,1,3
0,1,-2,13.0815,0.0,30,2,2
0,0,0,11.2898,0.6759,41,2,3
0,0,0,11.4076,0.402,24,2,2
0,1,2,11.1563,0.4706,31,1,2
0,0,0,10.8198,0.1092,31,1,3
0,0,0,11.6082,0.6642,39,2,3
0,0,0,11.6952,0.84,30,1,2
0,-2,-2,12.1007,0.0127,24,1,2
1,1,2,10.8198,0.8032,33,1,2
0,-1,-1,11.9184,0.0171,29,2,1
0,1,-2,12.7367,0.0,30,2,1
0,0,0,12.6115,1.1708,33,2,2
1,-1,0,11.9184,0.8211,36,2,1
0,2,0,10.309,2.3236,38,1,1
0,0,0,10.8198,0.9519,52,1,2
1,-1,2,11.5129,0.0221,42,1,1
0,-1,-1,12.5062,0.0006,35,2,2
1,-1,-1,12.6761,0.0102,43,1,1
0,-1,-1,11.9829,0.0077,26,1,2
0,0,0,12.6115,0.0352,26,2,1
1,0,0,10.309,0.0758,49,2,2
0,-2,-2,12.5776,-0.0,41,1,3
0,-2,-1,12.1007,0.0006,49,2,2
0,-2,-2,11.9184,1.0244,57,1,1
0,-1,0,11.0021,0.9063,30,2,2
0,-2,-2,12.4684,0.0249,33,2,1
1,0,0,11.9184,0.958,32,1,2
0,0,0,12.3458,0.9323,55,1,3
0,1,-2,12.4292,0.0,29,2,1
0,0,0,11.1563,0.0276,29,2,2
1,-1,-1,12.7939,0.0055,44,1,3
0,-1,-1,12.2061,0.0294,34,1,1
0,0,0,10.309,0.9284,30,2,1
0,-1,-1,9.9035,0.0736,30,1,2
0,0,0,11.2898,0.7324,66,1,3
0,-2,-2,12.4684,-0.0001,32,2,1
0,0,0,12.2549,0.3083,35,2,2
0,0,0,10.8198,0.7043,35,1,3
0,0,0,11.8494,0.4752,26,1,1
0,2,2,11.4076,0.5408,42,1,3
0,0,0,9.9035,1.7826,31,1,2
0,-1,-1,12.7939,0.0005,44,1,1
0,-1,-1,13.2708,0.0353,57,2,2
0,0,0,12.1007,0.1638,39,1,2
0,0,0,11.0021,1.0093,51,1,2
0,0,0,11.0021,0.6639,25,2,2
0,0,0,10.8198,1.0199,30,1,2
0,-1,-1,11.5129,0.002,39,2,2
0,0,0,12.8479,0.3713,46,1,1
0,-1,-1,12.6443,0.001,37,2,1
1,1,2,10.8198,0.5746,37,1,2
0,0,0,9.9035,0.8064,33,1,2
0,0,0,10.309,0.9095,50,2,2
1,1,2,10.8198,0.6563,32,2,2
1,1,2,10.309,0.3344,52,2,3
0,0,0,13.1022,1.0156,42,1,1
0,-1,0,13.1224,0.4371,34,2,1
0,0,-1,11.2898,0.1646,27,1,3
0,0,0,12.2061,1.0258,33,1,2
0,0,0,12.7939,0.5698,29,1,1
1,0,0,10.309,0.9831,39,1,2
0,0,0,12.0436,0.2713,36,2,1
0,0,0,9.2103,0.6703,21,1,2
0,1,-2,12.3458,0.0,52,2,2
1,-1,-1,12.2061,0.0021,49,1,1
0,0,0,11.9829,0.3818,35,2,1
1,2,0,12.5062,1.0206,34,1,2
0,0,0,11.2898,0.7225,28,1,2
1,-1,-1,12.7939,0.0032,29,2,1
0,0,0,11.8494,0.7987,27,2,2
0,0,0,11.2898,0.9574,43,2,3
0,0,0,12.2061,0.0085,25,2,1
0,-1,-1,11.2898,0.0049,25,2,1
0,0,0,12.8739,0.0739,35,1,1
1,-1,-1,11.2898,0.0127,31,2,2
1,0,0,11.2898,0.5103,44,2,3
1,1,2,9.9035,1.0818,31,1,2
0,0,0,10.309,0.9526,22,2,3
0,-1,-1,11.0021,0.0894,23,1,5
0,0,0,11.5129,0.5922,25,2,2
0,0,0,11.5129,0.8138,52,1,2
0,0,0,10.5966,1.732,48,2,3
0,-1,-1,11.6952,0.0026,30,2,1
0,0,0,9.9035,0.6342,56,2,3
0,0,0,12.6443,0.283,26,2,2
1,1,2,10.8198,0.3841,23,1,2
0,1,2,13.1224,0.019,49,1,2
0,0,0,12.5776,0.5241,40,1,3
0,0,0,10.309,0.6367,34,1,2
0,-1,-1,11.5129,0.0085,23,2,1
0,-1,-1,12.7939,0.023,31,2,1
1,-1,-1,9.9035,0.115,51,1,3
1,1,2,11.9184,0.7252,37,2,2
0,-1,-1,12.7939,0.0102,31,2,1
0,0,0,13.1022,0.0532,30,2,2
0,-1,-1,10.5966,0.2942,44,2,2
0,-1,-1,11.5129,0.0149,36,2,3
0,0,0,9.9035,0.7184,24,2,2
0,0,0,13.1224,0.0753,32,2,2
0,-2,-2,10.8198,0.9941,28,1,2
0,-1,-1,12.4684,0.0012,34,1,1
0,-1,-1,11.8494,0.0176,49,2,2
0,-1,-1,12.4684,0.0012,49,1,1
0,-1,-1,12.2061,0.0173,32,2,1
0,0,0,10.8198,0.9426,28,2,2
0,1,-1,12.2061,0.0,32,2,1
0,0,0,9.9035,0.3345,26,2,2
0,0,0,9.2103,0.405,24,1,3
0,0,0,10.309,0.9338,34,1,2
0,0,0,12.0436,0.434,40,2,3
0,0,0,10.8198,0.0882,45,2,3
1,-1,-1,12.948,0.0314,34,2,1
0,0,0,11.1563,0.1205,30,2,2
0,-1,-1,12.6115,0.0011,31,2,2
0,2,2,13.1224,1.0663,31,1,2
0,0,0,9.9035,0.7972,49,2,2
0,0,0,12.5425,0.575,30,2,1
0,-1,-1,11.9184,0.0026,41,1,1
0,-1,-1,12.1007,0.0061,35,1,2
0,0,0,10.8198,1.008,25,1,1
0,1,-2,11.9184,0.0,24,2,2
0,1,4,10.309,0.8129,26,1,2
0,-2,-2,12.4292,-0.0008,37,1,1
0,0,0,12.6115,0.1256,39,2,3
0,0,0,11.2898,1.3836,30,1,2
0,0,0,10.8198,1.0004,58,2,3
0,-1,-1,11.6952,0.0027,36,1,3
1,8,7,12.7068,1.1448,39,2,2
0,0,0,11.8494,0.7647,30,2,2
0,3,2,11.9184,0.0215,50,2,2
0,-1,-1,12.7068,0.0096,57,1,1
0,2,2,12.8479,0.8479,34,2,1
0,0,0,10.8198,0.9251,32,1,2
0,0,0,11.6952,0.8712,26,2,1
0,0,0,11.9184,0.9014,37,2,2
0,0,0,11.7753,0.9817,38,2,2
0,0,0,11.9829,0.4912,27,2,2
0,-1,-1,10.309,0.0357,44,2,3
0,1,-2,12.8213,0.0,33,1,2
0,-1,-1,12.1007,0.0028,51,2,1
0,2,2,10.8198,0.9716,54,1,2
1,-1,-1,12.0436,0.0019,34,2,1
1,0,0,11.0021,0.5789,25,2,2
0,-1,-1,9.9035,0.6968,34,1,2
1,1,2,9.9035,0.8166,23,1,2
0,0,0,10.8198,0.7085,25,2,1
0,0,0,11.9184,0.0379,52,2,3
0,0,0,12.0436,0.9815,34,2,2
0,0,0,10.309,0.9287,43,2,2
1,1,-2,10.8198,0.0,25,2,1
0,-1,-1,11.5129,0.0042,25,1,2
0,-1,-1,13.1224,0.2156,53,1,1
0,-1,-1,12.1007,0.0018,35,1,1
0,-2,-2,12.5425,0.0023,33,1,1
0,-1,-1,10.8198,0.03,27,2,2
0,0,0,12.7939,0.9398,49,2,2
0,-1,-1,12.0436,0.0386,44,1,1
1,4,3,11.4076,0.6971,36,1,2
0,0,0,10.8198,0.9954,25,2,2
1,-1,-1,9.9035,0.0312,24,1,1
0,0,0,12.3014,0.4992,34,2,2
0,-1,-1,12.2061,0.0101,25,2,4
0,0,0,11.1563,0.9521,29,2,1
1,0,0,12.8992,0.4529,28,2,1
0,-1,-1,11.4076,0.1111,36,2,1
1,4,4,10.8198,1.026,54,2,3
1,1,2,11.0021,1.1552,31,1,3
0,1,-2,10.8198,0.0,47,2,3
1,1,2,11.5129,0.2151,52,1,1
1,2,2,12.1007,0.5278,34,2,2
0,1,-2,12.2549,0.0,42,2,1
0,-1,-1,12.9715,0.0085,35,2,1
0,-1,-1,9.9035,0.1234,41,2,2
1,0,0,10.5966,3.0,51,2,2
0,-2,-2,12.1007,0.0682,27,2,1
0,-1,0,11.8494,0.094,28,2,1
0,0,0,10.309,0.9537,45,2,3
0,0,0,12.2549,0.4869,36,1,1
1,8,7,11.4076,1.2518,35,1,2
0,0,0,11.9829,0.3187,29,2,1
0,1,-1,11.7753,-0.0015,27,2,2
1,0,0,9.2103,0.866,21,2,2
0,0,0,12.0436,0.8432,39,1,2
0,0,0,9.9035,0.788,29,1,2
0,0,0,10.8198,0.7648,29,2,1
0,-2,-2,12.7939,0.0476,59,1,1
0,-1,-1,10.8198,0.0283,23,2,1
0,-1,-1,11.2898,0.0049,25,2,1
0,-1,-1,11.9829,0.0332,32,1,1
0,0,0,12.8479,0.4559,37,1,1
0,0,0,12.3014,0.1532,32,2,1
0,-2,-2,10.8198,0.0,54,1,3
0,0,0,11.8494,0.6808,50,2,2
0,2,0,12.5062,0.2088,48,1,1
0,0,0,10.8198,1.0242,26,1,2
1,1,2,11.5129,0.5311,25,2,2
0,-1,-1,12.7939,0.0272,28,1,2
0,0,0,9.9035,0.9796,39,1,2
0,0,0,10.8198,1.018,27,1,2
0,1,2,12.7939,1.0052,46,2,2
0,1,-1,9.9035,-0.0002,50,2,2
0,0,0,11.5129,0.7054,42,1,3
0,0,0,11.2898,0.9602,27,1,1
0,0,0,11.8494,0.978,39,1,3
0,0,0,12.8739,0.1652,28,2,1
0,-1,-1,12.7657,0.0009,39,1,1
0,-1,-1,12.0436,0.0023,48,1,2
0,1,-1,12.5062,0.9816,37,2,3
0,0,0,13.039,0.0952,42,2,3
0,-2,-2,12.2061,0.0197,37,2,3
0,-1,-1,13.017,0.0002,28,2,1
0,-1,-1,12.3884,0.0009,47,1,1
0,-2,-2,12.4684,0.0057,29,2,1
0,0,0,11.6082,0.2195,34,2,2
0,0,0,10.8198,0.7687,51,1,2
0,1,2,12.4292,1.041,49,2,3
1,-1,-1,12.8479,0.0103,41,1,1
0,0,0,11.6082,0.38,28,2,2
0,0,-1,12.2061,0.1341,44,2,1
0,-1,-1,13.1224,0.0208,41,2,1
0,0,0,12.4684,0.2696,35,2,2
0,0,0,12.5062,0.2246,38,2,2
0,0,0,11.9184,0.103,29,1,2
0,3,3,10.309,0.9223,42,2,3
0,0,-1,12.5776,0.9966,46,2,1
0,-1,-1,12.2061,0.0016,30,1,2
0,-2,-2,12.2549,0.0026,35,2,1
0,1,-2,11.5129,0.0,49,2,2
0,0,0,10.8198,0.9078,45,2,2
0,0,-1,12.2549,0.1301,56,2,3
0,-2,-2,12.3884,-0.0379,44,1,2
0,0,0,11.8494,0.241,25,2,2
0,0,0,10.8198,0.7125,49,1,2
1,1,-2,12.7939,0.0,27,2,1
0,0,0,12.1007,0.4721,47,1,2
0,8,7,11.5129,1.1007,36,1,2
0,0,0,11.4076,0.0624,29,2,2
0,-2,-2,11.4076,0.0138,37,2,1
0,2,2,11.4076,1.0067,52,1,2
1,-2,-2,10.309,0.026,25,1,3
0,0,0,12.6115,0.1661,29,1,2
0,0,0,9.9035,0.942,36,1,3
1,0,0,10.309,0.278,25,2,1
0,0,0,10.8198,0.2563,27,2,1
0,-1,-1,10.8198,0.0238,45,1,3
1,0,0,10.309,0.2893,22,2,1
0,1,2,11.0021,0.7877,28,2,1
1,1,-2,12.2061,0.0,25,2,1
0,-1,0,13.017,0.0018,39,2,2
0,0,0,11.8494,0.9261,32,2,2
0,0,0,11.6952,0.9371,47,2,2
0,0,0,12.5062,0.0263,45,2,2
1,0,0,11.7753,0.852,46,1,1
0,0,0,10.8198,0.1967,27,1,2
0,-1,-1,12.3014,0.0919,52,2,2
0,0,0,10.8198,0.5688,26,1,2
0,2,0,9.9035,0.9798,36,1,2
0,0,0,11.6082,0.9586,54,1,3
0,0,0,11.1563,1.0717,36,2,1
0,0,0,12.8479,1.0021,38,2,3
0,-2,-1,11.9829,0.0176,26,1,4
0,2,2,11.1563,0.6815,35,1,3
0,-1,-1,11.4076,0.2095,29,2,2
1,0,0,11.7753,0.8165,52,1,3
0,1,-1,12.3884,-0.0,26,2,1
0,2,2,11.6952,0.5625,32,1,3
0,0,0,12.3884,0.7846,44,2,1
0,0,0,12.6115,0.2077,45,1,1
0,0,0,11.5129,0.267,40,2,2
0,-2,-2,12.2061,0.0305,25,2,1
0,0,0,10.8198,0.7865,39,1,2
0,1,-2,11.5129,-0.0017,40,2,1
0,-1,-1,13.1224,0.1671,39,1,1
0,0,0,9.9035,0.9531,50,1,5
0,-1,-1,12.5425,0.0062,39,2,1
0,0,0,11.9829,0.9453,23,2,1
0,0,0,10.309,0.8862,21,1,2
0,0,0,10.8198,0.4082,45,1,1
0,-1,-1,9.9035,0.1904,24,1,1
0,0,0,11.8494,0.3635,32,1,1
0,0,0,11.7753,0.692,27,1,3
0,0,0,11.5129,0.1353,23,2,2
0,0,0,11.5129,0.861,25,1,2
1,2,2,10.8198,0.6595,26,1,2
0,1,-2,12.7939,0.0,31,1,1
1,1,2,9.2103,0.5674,42,1,3
0,0,0,10.8198,0.9668,65,1,3
0,2,0,9.2103,0.0223,24,1,2
1,1,-2,12.2549,-0.0,38,1,1
0,-1,-1,12.6761,0.0216,31,1,2
0,0,0,11.1563,0.5705,23,2,2
1,0,0,11.9829,0.3273,24,2,2
1,0,0,12.1007,0.0251,36,1,2
1,1,2,11.1563,1.0224,27,2,2
0,-1,-1,12.5425,0.0049,30,2,2
0,1,-2,10.5966,0.0,29,1,1
0,2,2,10.8198,0.6677,51,2,3
0,0,0,11.2898,0.9412,25,2,5
1,5,4,10.309,1.0918,42,1,3
0,-1,-1,9.9035,0.0375,24,2,2
0,2,2,11.7753,0.9183,42,2,2
0,-1,-1,9.2103,0.1261,25,1,2
0,0,0,11.1563,0.9834,25,2,1
0,0,0,12.5425,0.7575,34,1,1
0,0,0,12.6115,0.2206,34,1,1
1,0,0,10.8198,0.9475,40,2,2
0,0,0,12.3458,0.4945,29,1,2
0,0,0,11.2898,0.7921,39,2,2
1,-1,-1,10.8198,0.0078,38,1,1
0,0,0,13.0605,0.5898,40,2,2
0,0,0,12.2549,0.1593,39,1,2
0,-1,-1,12.2061,0.0007,32,2,1
0,0,0,10.8198,0.9913,46,1,2
0,2,0,12.6115,0.173,37,2,2
0,-1,-1,13.1224,0.0022,33,2,1
0,-2,-2,11.9184,0.3201,36,2,2
0,0,0,10.8198,0.2278,25,1,2
1,0,0,12.5062,0.5791,37,1,1
1,1,2,11.0021,0.8183,27,2,2
0,0,0,12.2061,0.8368,31,2,3
0,0,0,10.8198,0.6564,23,2,2
1,-2,-2,11.8494,0.114,31,2,1
0,0,0,11.6952,0.0438,25,2,2
0,0,0,9.9035,0.7138,29,1,2
0,-1,0,12.2549,0.1113,30,2,1
0,0,0,11.1563,0.8268,27,2,3
1,1,-2,12.3458,0.0,37,1,2
0,-1,-1,12.5062,0.0086,33,2,2
0,1,-2,9.9035,0.0,56,1,1
0,-1,-1,11.6952,0.0027,30,2,1
0,0,0,11.8494,0.0334,24,2,1
0,0,0,12.1007,0.8546,33,2,2
0,-1,-1,12.1548,0.0094,36,1,1
0,2,2,11.5129,0.8023,29,2,2
0,1,2,10.8198,0.8441,26,2,1
0,0,0,11.9184,0.9752,44,1,3
0,0,0,12.4292,1.0223,38,2,2
1,2,3,12.3014,0.8398,24,2,1
0,0,0,12.2061,0.2733,28,1,3
0,0,0,12.4292,0.1899,44,2,2
0,0,0,12.5425,0.7232,32,2,1
1,2,2,10.309,0.4531,64,1,3
0,0,0,11.2898,1.1133,29,2,2
0,0,0,12.8479,1.004,31,2,2
0,-2,-2,12.7657,0.0561,32,2,2
1,-1,2,11.9829,0.144,48,1,1
1,2,0,11.1563,0.9644,45,1,3
0,1,-2,11.9184,0.0,33,1,1
0,0,0,11.9829,0.2724,39,2,1
1,0,0,10.5966,0.6666,27,1,2
0,0,0,12.7657,0.7006,30,2,2
1,0,0,10.8198,1.0115,27,1,3
0,0,0,12.3014,0.0202,38,2,1
0,-1,-1,12.2061,0.0333,26,2,1
0,-1,0,12.8739,0.0191,41,1,1
0,-2,-2,12.7068,0.0852,32,1,1
1,0,0,11.5129,1.0176,60,1,1
0,0,0,11.1563,1.9812,58,2,2
0,0,0,12.3884,0.5266,41,2,1
0,0,0,10.309,0.9092,23,1,2
1,2,2,10.309,0.5082,43,2,2
0,0,0,11.9829,1.0249,29,1,2
0,0,0,11.6952,0.1872,40,2,2
1,3,2,9.2103,0.5358,55,2,2
0,0,0,13.0605,0.1534,33,1,1
1,-1,-1,12.2061,0.0169,26,2,2
0,0,0,10.8198,0.1303,22,1,4
0,1,-1,11.4076,0.0,29,2,1
0,-1,-1,12.3014,0.0013,35,2,1
1,-1,2,10.5966,0.0163,23,2,2
1,1,2,12.2061,0.8854,50,1,3
0,0,0,11.6952,0.2761,43,1,2
1,-1,-1,12.2549,0.0042,43,1,1
0,-1,3,10.309,1.0392,22,2,2
1,2,2,11.6082,0.5167,54,1,2
0,0,0,12.5425,0.9962,35,1,2
0,1,-2,11.9184,0.0,31,2,1
0,0,0,9.9035,0.7618,49,1,3
0,0,0,11.2898,0.3728,25,1,2
1,2,0,10.8198,0.6021,43,1,2
0,0,0,12.0436,0.544,36,1,1
1,1,-1,12.2061,0.0,45,1,1
0,-1,-1,12.6115,0.0013,38,1,1
1,2,2,11.5129,0.175,46,1,2
0,1,2,11.2898,0.0679,28,1,1
1,0,0,10.309,0.9467,32,1,1
0,0,0,11.2898,0.3445,35,2,1
1,-1,-1,11.0021,0.0044,30,1,1
0,0,0,11.6082,0.86,24,2,2
1,1,2,9.2103,0.9841,46,2,2
0,0,0,12.5776,0.0758,32,2,3
0,0,0,10.309,0.9057,26,1,1
0,0,0,11.0021,0.9912,45,1,2
0,0,-1,11.9184,0.0269,49,1,3
0,-2,-2,13.5278,0.0218,40,2,3
0,0,0,10.309,0.3574,29,1,2
0,-1,-1,11.9829,0.0384,51,2,2
1,0,0,10.8198,1.0126,31,2,2
0,-1,-1,10.8198,0.0262,42,2,1
0,2,2,11.9829,0.4713,30,1,2
0,0,0,11.9184,1.0111,23,2,1
0,0,0,10.309,0.9092,42,2,2
0,0,0,12.7657,0.0564,35,1,1
0,0,0,9.9035,0.941,24,2,1
0,0,0,10.8198,0.9441,39,1,2
1,0,0,12.1007,0.0683,27,1,3
1,2,0,10.309,0.9715,23,1,3
0,0,0,11.5129,0.5512,52,1,2
0,1,2,9.9035,0.5946,24,1,2
0,0,0,11.2898,0.9215,29,1,1
0,0,0,11.9184,0.5966,43,1,2
0,-1,-1,12.3458,0.0033,30,2,1
0,0,0,10.8198,0.1094,25,1,1
0,-1,-1,12.2549,0.0189,39,2,1
0,0,0,10.8198,1.0452,41,1,2
0,0,-1,12.3884,0.0077,37,2,2
0,0,0,13.1224,0.5299,40,2,3
0,0,0,12.2549,0.0256,28,1,2
0,-2,-2,11.9829,0.0,40,2,2
1,1,-2,12.4292,0.0,48,2,1
0,0,0,13.1224,0.0412,46,2,1
1,1,2,11.5129,0.5912,35,1,2
0,0,0,9.9035,0.8192,26,2,2
0,0,0,10.309,0.4817,30,2,2
0,0,-1,10.8198,0.266,27,2,1
0,0,0,11.9829,0.6838,27,1,2
0,1,-1,10.8198,-0.196,28,1,3
1,-1,-1,11.4076,0.0374,25,2,3
0,0,0,9.9035,0.5724,28,1,2
0,0,0,10.8198,0.7029,44,1,1
0,1,2,12.3458,0.0495,39,2,3
0,3,2,11.9184,0.5074,31,1,2
0,0,0,10.8198,0.9744,45,1,1
0,-1,-1,12.5425,0.0975,36,2,1
0,0,0,13.1224,0.6316,37,2,1
0,-1,-1,11.4076,0.021,47,2,2
0,-1,0,12.7939,0.1795,29,1,1
0,0,0,11.8494,0.7048,50,1,2
0,-1,-1,11.8494,0.0378,44,1,1
1,1,-2,12.3458,0.0,44,2,1
0,0,0,10.8198,0.7807,25,2,2
0,-1,-1,11.7753,0.0116,50,2,2
1,0,0,12.7068,0.7382,44,2,1
0,-1,-1,12.2549,0.023,30,1,1
0,2,0,9.2103,0.492,27,2,1
0,0,0,10.8198,0.9864,54,2,2
0,0,0,11.5129,0.3924,46,2,1
0,0,0,11.1563,0.9395,26,2,3
0,0,0,10.8198,0.813,45,2,2
0,0,0,12.0436,0.1194,28,2,1
1,2,2,11.5129,0.4408,50,2,2
0,0,0,11.2898,0.7514,36,1,1
0,0,0,11.9184,0.5153,27,1,3
0,0,0,10.8198,0.5391,23,2,3
0,1,-2,11.2898,0.0,34,1,2
0,0,0,11.6952,0.6525,24,2,1
0,0,0,13.0605,0.3479,47,1,3
0,0,0,11.2898,0.2262,52,2,3
0,0,0,11.0021,0.7718,30,1,1
0,0,0,11.2898,0.9408,42,1,2
1,0,0,10.8198,0.511,57,1,2
1,0,0,13.1224,0.8076,43,1,1
0,0,0,11.6082,0.4521,26,1,2
0,0,0,11.2898,0.5096,44,2,2
1,2,2,10.8198,0.9731,27,1,2
1,4,3,12.8992,0.6972,44,2,1
0,0,0,11.4076,1.0083,29,2,1
0,0,0,11.9184,0.906,53,2,5
0,-1,-1,12.7939,0.0295,35,2,1
0,0,0,12.0436,0.9707,29,1,3
1,2,0,11.6082,0.9396,37,1,3
0,0,0,12.3014,1.0221,29,2,1
0,0,0,12.2061,0.994,36,2,2
0,-2,-2,13.1224,0.0,47,2,1
0,0,0,12.7367,0.9443,48,1,1
0,1,-2,12.1007,0.0,32,2,2
0,-1,-1,13.1022,0.006,44,1,1
0,0,0,11.0021,0.9358,26,2,2
0,-2,-2,12.4292,0.0109,30,1,1
1,2,0,9.9035,0.7998,30,2,2
0,1,2,12.0436,1.0062,39,1,3
1,2,2,11.9829,0.1039,37,2,3
0,-1,-1,11.2898,0.0209,25,2,1
0,-1,-1,12.8479,0.0215,36,2,1
1,0,0,11.1563,1.0176,33,2,3
0,0,0,11.2898,0.9755,29,1,1
0,0,0,12.8479,0.9729,58,1,2
0,0,-1,12.3458,0.0651,24,2,1
1,2,2,11.7753,1.0347,28,1,2
0,-1,-1,11.9829,0.0178,35,2,1
0,0,0,10.8198,0.8866,42,2,3
0,2,2,12.1007,0.5915,45,1,1
0,0,0,12.3014,0.343,31,2,2
1,1,-1,12.2061,0.0,41,2,3
1,2,2,13.1616,0.8383,41,1,3
1,0,0,10.309,0.4162,46,1,2
0,1,-2,11.9184,0.0,41,2,2
0,-1,-1,12.2549,0.0035,32,2,2
1,2,0,10.8198,0.8476,36,2,2
0,0,0,9.9035,0.8922,37,2,2
0,-1,-1,12.5776,0.0663,44,1,1
0,1,-1,10.8198,0.6076,32,2,2
0,0,0,11.7753,0.981,42,2,3
0,0,0,11.0021,0.9135,24,1,2
0,0,0,9.9035,0.5697,25,1,1
0,0,0,11.9829,0.7779,35,2,2
0,-1,-1,12.4292,0.0203,39,2,3
0,0,0,11.2898,0.241,38,1,3
0,0,0,11.0021,0.911,33,2,2
1,0,0,11.2898,0.1724,30,1,2
0,2,2,11.0021,1.0054,25,1,2
0,-1,-1,12.9239,0.0265,38,1,1
0,0,0,12.3884,0.0585,34,2,1
1,3,2,10.309,0.4595,46,1,3
0,0,0,12.2061,0.0418,31,2,2
0,1,2,12.1007,0.1995,46,2,2
0,-1,0,11.5129,0.8855,32,1,2
1,0,0,10.8198,1.0161,42,2,5
1,-1,-1,11.0021,0.0313,45,2,3
1,0,0,10.8198,0.116,26,2,1
0,-2,-1,12.3884,0.0025,34,2,1
0,0,0,12.3014,0.2179,29,2,1
0,-1,2,10.5966,0.0494,42,1,3
0,0,0,11.2898,0.8936,23,2,1
0,-1,-1,12.6761,0.0035,52,1,2
0,0,0,12.948,0.1064,43,1,2
0,-1,-1,13.1224,0.0567,48,1,2
0,0,0,12.5776,0.5012,24,2,2
0,0,0,12.1548,0.9569,45,1,1
1,2,0,11.5129,1.0133,33,1,1
0,1,-2,12.3458,0.0,26,2,2
0,1,3,10.8198,0.3921,36,1,2
